Country,ISO3_Code,Region,Income_Group,Year,Crop,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,Fertilizer_Use_Kg_Ha,Irrigation_Pct,Notes,_source_file,_source_name,_extracted_at,_row_num,_cleaned_at
Pakistan,PAK,South Asia,Lower middle income,2006,Rice,1333927.0,6364108.69,4770.96,63.23,32.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2951,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2019,Rice,4634531.0,29723091.84,6413.4,71.34,10.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2952,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,2002,Wheat,4519218.0,21673374.87,4795.82,97.37,25.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2953,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2000,Rice,489119.0,2172378.87,4441.41,17.0,9.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2954,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,1991,Rice,1066100.0,3822689.3,3585.68,76.18,24.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2955,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2002,Maize,4723566.0,32549360.13,6890.84,48.1,38.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2956,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,2017,Maize,101522.0,996375.99,9814.38,108.49,50.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2957,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,1998,Wheat,744657.0,2853525.62,3832.0,80.47,24.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2958,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2000,Rice,1461706.0,4833654.38,3306.86,25.65,10.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2959,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2022,Maize,1959884.0,,9694.19,114.65,29.6,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2960,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2019,Soybeans,3182857.0,,3413.72,85.67,11.7,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2961,2026-01-14T09:30:23.746169
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,Wheat,197153.0,844545.94,4283.71,60.05,30.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2962,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,2019,Maize,948650.0,5309760.15,5597.18,23.78,7.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2963,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2012,Rice,378896.0,2424376.55,6398.53,55.81,29.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2964,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,1999,Wheat,1263502.0,3576735.29,2830.81,21.63,12.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2965,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2006,Wheat,2437726.0,11498856.76,4717.04,170.5,23.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2966,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1999,Rice,2186285.0,10821921.78,4949.91,127.64,32.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2967,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2014,Wheat,3020938.0,18089252.91,5987.96,57.89,37.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2968,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2014,Wheat,493502.0,2509541.33,5085.17,,28.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2969,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,1996,Maize,4315992.0,,8755.01,174.34,25.1,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2970,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2006,Wheat,202808.0,845192.08,4167.45,106.49,37.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2971,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1991,Maize,3602739.0,17504296.08,4858.61,79.67,20.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2972,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2016,Maize,639184.0,4241813.78,6636.3,63.36,17.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2973,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2009,Wheat,4574973.0,19733749.98,4313.41,69.76,16.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2974,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,1998,Soybeans,1240728.0,3273731.51,2638.56,65.85,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2975,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,1992,Soybeans,1376288.0,3097762.44,2250.81,22.04,9.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2976,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2002,Maize,1428285.0,10828700.11,7581.61,101.32,45.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2977,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2015,Wheat,1939633.0,9305134.47,4797.37,19.79,11.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2978,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1993,Soybeans,1440618.0,4610403.35,3200.3,104.21,40.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2979,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2004,Maize,2931119.0,15375314.14,5245.54,66.26,20.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2980,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2012,Soybeans,2046181.0,11328326.59,5536.33,175.03,53.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2981,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,1993,Soybeans,4344546.0,14713082.86,3386.56,61.96,31.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2982,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2011,Soybeans,1834258.0,,2575.2,81.65,29.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2983,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1993,Maize,485135.0,2309191.19,4759.89,145.62,43.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2984,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2005,Wheat,3851897.0,18085932.86,4695.33,77.58,48.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2985,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2020,Wheat,1737085.0,5222663.82,3006.57,18.17,11.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2986,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2022,Rice,1369116.0,10256231.72,7491.13,122.09,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2987,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2010,Wheat,2644484.0,14788640.08,5592.26,93.54,34.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2988,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2021,Wheat,3214419.0,14197772.59,4416.9,105.92,17.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2989,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2005,Rice,1785537.0,7635160.35,4276.11,12.0,11.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2990,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2019,Maize,2036525.0,16697115.3,8198.83,118.4,39.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2991,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2023,Rice,2608979.0,20519752.6,7865.05,102.83,39.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2992,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2013,Maize,3984696.0,,7836.03,83.0,37.3,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2993,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2006,Rice,2743498.0,15290014.02,,98.0,30.7,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2994,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2002,Soybeans,1813109.0,6593478.62,3636.56,60.77,28.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2995,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2001,Maize,2060382.0,10679746.34,5183.38,18.74,11.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2996,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2023,Wheat,2036898.0,9926646.21,4873.41,27.57,4.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2997,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2010,Rice,4480552.0,27817418.01,6208.48,54.77,6.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2998,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,1992,Wheat,1047701.0,5962444.61,5690.98,127.96,40.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2999,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,Wheat,834580.0,4855476.71,5817.87,158.97,26.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3000,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2015,Maize,337226.0,3728690.0,11056.95,193.08,36.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3001,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2006,Rice,4081531.0,19724387.36,4832.6,66.67,22.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3002,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2023,Rice,1642691.0,11486821.13,6992.69,96.08,29.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3003,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2022,Wheat,4679153.0,25554850.11,5461.43,77.68,26.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3004,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2013,Maize,213522.0,1401558.81,6564.0,135.09,27.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3005,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,1990,Wheat,285206.0,1311335.6,4597.85,116.92,34.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3006,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2020,Soybeans,806513.0,2058982.35,2552.94,32.28,7.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3007,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,Soybeans,867840.0,3437923.71,3961.47,,35.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3008,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2011,Wheat,2522897.0,12018185.3,4763.64,51.63,25.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3009,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2009,Wheat,1694547.0,5627906.62,3321.19,88.38,38.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3010,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2013,Soybeans,744828.0,1486655.59,1995.97,20.71,5.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3011,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2012,Soybeans,740762.0,2680249.12,3618.23,75.62,19.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3012,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,1990,Soybeans,2897871.0,8689139.49,2998.46,58.55,30.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3013,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,1990,Wheat,2027144.0,6046970.64,2983.0,17.09,7.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3014,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2012,Wheat,1912654.0,9826149.57,5137.44,91.69,19.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3015,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2012,Rice,97942.0,900395.33,9193.15,208.92,51.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3016,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2018,Wheat,115149.0,799179.74,6940.4,121.75,32.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3017,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2019,Rice,957180.0,5422460.19,5665.04,30.21,8.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3018,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2013,Soybeans,4197069.0,14315543.7,3410.84,71.23,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3019,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2007,Rice,4081546.0,21973679.87,5383.67,44.42,21.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3020,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2019,Maize,2594077.0,19168786.5,7389.44,86.17,20.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3021,2026-01-14T09:30:23.746169
Turkey,TUR,Middle East,Upper middle income,2003,Soybeans,1406373.0,4664488.85,3316.68,124.77,20.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3022,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,Maize,4289712.0,44922207.65,10472.08,148.46,28.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3023,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,1997,Rice,1799236.0,15098103.34,8391.4,195.13,39.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3024,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,Rice,1671156.0,7344482.88,4394.85,20.2,7.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3025,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2008,Maize,2932578.0,20461116.0,6977.18,76.97,19.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3026,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2018,Wheat,813874.0,6403247.82,7867.62,148.58,47.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3027,2026-01-14T09:30:23.746169
"Korea, Republic of",KOR,East Asia,High income,2003,Soybeans,1379089.0,6937996.51,5030.85,143.06,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3028,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2007,Rice,3115031.0,14379179.91,4616.06,63.3,20.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3029,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2005,Rice,1144101.0,,4655.62,68.47,31.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3030,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,1991,Soybeans,471132.0,1192159.92,2530.42,72.64,23.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3031,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1996,Wheat,81771.0,527367.2,6449.32,169.74,35.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3032,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,Wheat,1778592.0,9443886.26,5309.75,136.84,11.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3033,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2016,Maize,3940681.0,37861457.39,9607.85,97.83,43.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3034,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2004,Maize,3389017.0,28898175.08,8527.01,86.85,36.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3035,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2012,Wheat,4210536.0,40045474.78,9510.78,190.03,36.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3036,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2007,Rice,3368061.0,27860266.64,8271.9,196.52,48.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3037,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,1999,Wheat,287024.0,997242.7,3474.42,48.02,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3038,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,1996,Wheat,1076501.0,2553189.9,2371.75,23.95,4.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3039,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2013,Soybeans,888178.0,2929120.9,3297.9,139.81,48.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3040,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2011,Maize,1506199.0,6448389.1,4281.23,85.39,29.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3041,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2023,Wheat,588782.0,4420004.71,7507.03,197.0,51.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3042,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2004,Soybeans,5088830.0,22890150.17,4498.12,130.62,53.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3043,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2022,Wheat,2637219.0,20661439.59,7834.56,245.78,30.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3044,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1993,Rice,1949602.0,,7191.01,170.21,87.1,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3045,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2013,Maize,498887.0,3070424.85,,21.14,9.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3046,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2023,Wheat,3981730.0,18852207.33,4734.68,95.3,35.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3047,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2014,Rice,2020183.0,9005748.19,4457.89,26.87,8.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3048,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2000,Soybeans,2397687.0,9369124.6,3907.57,97.37,27.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3049,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,1990,Wheat,766265.0,2257085.95,2945.57,48.89,15.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3050,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2000,Maize,2341100.0,13101776.33,5596.42,25.95,9.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3051,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,1998,Rice,2009914.0,7669062.44,3815.62,18.37,4.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3052,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2007,Wheat,4537314.0,19534501.44,4305.3,121.31,26.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3053,2026-01-14T09:30:23.746169
Mali,MLI,Sub-Saharan Africa,Low income,2004,Wheat,835690.0,2450174.66,2931.92,19.13,13.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3054,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,1992,Soybeans,969568.0,2192595.95,2261.42,78.88,12.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3055,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,1990,Wheat,2201019.0,12574062.37,5712.84,125.51,40.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3056,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2012,Rice,4054781.0,39111283.41,9645.72,205.76,21.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3057,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2008,Maize,943403.0,4310301.09,4568.89,,24.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3058,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2018,Wheat,2949682.0,15732492.23,5333.62,73.08,32.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3059,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2015,Wheat,2306875.0,18136576.91,7861.97,199.36,29.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3060,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2004,Wheat,1277690.0,4024395.04,3149.74,41.25,23.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3061,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2000,Maize,904980.0,5374927.01,5939.28,86.01,13.7,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3062,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2021,Wheat,4530691.0,35431248.82,7820.27,60.17,33.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3063,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2002,Maize,4828242.0,36397357.82,7538.43,75.07,12.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3064,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1990,Rice,3511222.0,20947193.0,5965.78,141.75,12.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3065,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2005,Wheat,3901645.0,26240695.96,6725.55,170.67,54.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3066,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1993,Soybeans,3946547.0,11037243.27,2796.68,,27.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3067,2026-01-14T09:30:23.746169
USA,USA,North America,High income,1990,Soybeans,256035.0,935151.51,3652.44,98.25,33.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3068,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2011,Soybeans,2459358.0,14202256.43,5774.78,211.01,47.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3069,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,1998,Rice,786137.0,5438785.29,6918.37,95.97,30.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3070,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,2020,Rice,1491371.0,13392967.7,8980.31,151.88,37.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3071,2026-01-14T09:30:23.746169
United States,USA,North America,High income,1991,Rice,1679183.0,,7367.83,153.55,22.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3072,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2022,Wheat,4521121.0,30964986.82,6848.96,126.16,30.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3073,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2008,Rice,1819031.0,15699538.47,8630.72,,39.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3074,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2011,Maize,641120.0,6623652.3,10331.38,59.22,25.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,3075,2026-01-14T09:30:23.746169
